idtweets	id	fecha	place_name	place	id_busqueda	contexto_reducido	results	match	random_sample	valid_match
729034371219366e3	79940	2016-05-07T19:45:13Z	Guadalupe	d1ec37eb74fb2830	45	demasiada atención o todo el mundo me ignora mucho	0	FALSE	FALSE	NA
72903448777907e4	80263	2016-05-07T19:45:41Z	Mayagüez	32165252c92597b0	46	hoy todo el mundo está en la playa	1	elmundo_3sg_pos	FALSE	NA
729034646487327e3	80705	2016-05-07T19:46:19Z	Trujillo	017f24412e7d4240	47	me llega que todo el mundo se crea tuitstar y	0	FALSE	FALSE	NA
729034923399647e3	81441	2016-05-07T19:47:25Z	Maracena	0c5e32d47132887a	48	esta todo el mundo de comuniones	0	FALSE	FALSE	NA
72903494664029e4	81505	2016-05-07T19:47:30Z	Bogotá, D.C.	0161be1b3f98d6c3	49	todo el mundo le hace así	1	elmundo_3sg_pos	FALSE	NA
729034992299455e3	81627	2016-05-07T19:47:41Z	Ciudad Autónoma de Buenos Aires	018f1cde6bad9747	50	todo el mundo lo ama y jugadores	0	FALSE	FALSE	NA
729035249456427e3	82312	2016-05-07T19:48:42Z	Santa Marta	00082d21223f8397	51	hoy todo el mundo esta corriendo a comprarle	0	FALSE	FALSE	NA
729035297825161e3	82431	2016-05-07T19:48:54Z	El Ejido	dc322bef2dacf718	52	de hacer daño todo el mundo y que todos se	0	FALSE	FALSE	NA
729035624905331e3	83285	2016-05-07T19:50:12Z	El Ejido	dc322bef2dacf718	53	salir y que todo el mundo se piense que estoy	0	FALSE	FALSE	NA
729036209637491e3	84820	2016-05-07T19:52:31Z	San Juan De Los Morros	00cfdfc429c27ec3	54	ya todo el mundo lo sabe https	1	elmundo_3sg_pos	FALSE	NA
729036713352409e3	86124	2016-05-07T19:54:31Z	San Martín de la Vega	8fcea753aa3cc0f0	55	todo el mundo viendo la batalla de	0	FALSE	FALSE	NA
729036929124176e3	86693	2016-05-07T19:55:23Z	Jerez de la Frontera	c52827ebd9bfe563	56	día que va todo el mundo no voy	1	elmundo_3sg_ant	FALSE	NA
729037047953011e3	87005	2016-05-07T19:55:51Z	Cali	0169b9217c9dbcd0	57	q nadie influya todo el mundo sabe q vamos mal	0	FALSE	FALSE	NA
729037741703479e3	88858	2016-05-07T19:58:37Z	Córdoba	00f84d414936f28e	58	sindrometuvieja todo el mundo tiene la culpa	1	elmundo_3sg_pos	FALSE	NA
729038881006494e3	91900	2016-05-07T20:03:08Z	Rumiñahui	00ef69b94937c046	59	voz del carnaval todo el mundo se levanta	0	FALSE	FALSE	NA
7.2904012792268006e+17	95111	2016-05-07T20:08:06Z	Madrid	206c436ce43a43a3	60	que me mire todo el mundo	1	elmundo_3sg_ant	FALSE	NA
741572294888325e3	99184	2016-06-11T10:06:27Z	Santa Cruz	61b28fd8e1f8065d	61	todo el mundo hablando de	0	FALSE	FALSE	NA
741578361793843e3	104207	2016-06-11T10:30:33Z	Barcelona	1a27537478dd8e38	62	calum y estaba todo el mundo practicamente en silencio y	1	elmundo_3sg_ant	FALSE	NA
7415826391912e5	107770	2016-06-11T10:47:33Z	Alovera	282d9429ee1557ea	63	todo el mundo cn piscina y yo	0	FALSE	FALSE	NA
741582940900098e3	108010	2016-06-11T10:48:45Z	Granada	387b00909c2e7031	64	todo el mundo cabreado	0	FALSE	FALSE	NA
741583634897965e3	108606	2016-06-11T10:51:31Z	Sevilla	8c86b8b4cb716103	65	de quitarse responsabilidad todo el mundo	0	FALSE	FALSE	NA
741583634897965e3	108606	2016-06-11T10:51:31Z	Sevilla	8c86b8b4cb716103	65	de quitarse responsabilidad todo el mundo	0	FALSE	FALSE	NA
741588628854428e3	112983	2016-06-11T11:11:21Z	Uruguay	d0f5be1262dee9aa	66	es esto está todo el mundo despierto y tuiteando que	1	elmundo_3sg_ant	FALSE	NA
741589327730336e3	113601	2016-06-11T11:14:08Z	Madrid	206c436ce43a43a3	67	ahora de repente todo el mundo conocía a	0	FALSE	FALSE	NA
7.4159103352439194e+17	115396	2016-06-11T11:20:55Z	Mijas	910495785831d06f	68	todo el mundo deberia ver este video	0	FALSE	FALSE	NA
741591811022574e3	116162	2016-06-11T11:24:00Z	Lekeitio	a9bf03fa55c92001	69	hoy todo el mundo en el triatlon de	0	FALSE	FALSE	NA
741592556895625e3	116922	2016-06-11T11:26:58Z	La Victoria	00f003bb725d4e02	70	caraotadigital pendiente todo el mundo	0	FALSE	FALSE	NA
741593060983902e3	117487	2016-06-11T11:28:58Z	Otura	523fe163d562bf06	71	todo el mundo tiene derecho a equivocarse	1	elmundo_3sg_pos	FALSE	NA
7.4159314468540006e+17	117584	2016-06-11T11:29:18Z	Cádiz	358220cb0584bbe3	72	todo el mundo dice que la selectividad	1	elmundo_3sg_pos	FALSE	NA
741594055235277e3	118520	2016-06-11T11:32:55Z	Vera	04deb171eb3c418d	73	todo el mundo es machista hasta que	0	FALSE	FALSE	NA
741594546950316e3	119017	2016-06-11T11:34:52Z	Ibagué	00fe503e330c0489	74	todo el mundo se averguenza de mi	0	FALSE	FALSE	NA
741595987047748e3	120515	2016-06-11T11:40:36Z	Cartaya	0b67e2924b5aa1ef	75	ahora todo el mundo conoce a la christina	1	elmundo_3sg_pos	FALSE	NA
741597593562714e3	122337	2016-06-11T11:46:59Z	Nuestra Señora del Rosario de Baruta	008eb02a542ac3d4	76	porq en cuba todo el mundo tiene acceso a la	0	FALSE	FALSE	NA
741600038774837e3	125147	2016-06-11T11:56:42Z	Misiones	33c4b9983fe31b5d	77	ver fotos que todo el mundo salió ayer	0	FALSE	FALSE	NA
741601048301822e3	126364	2016-06-11T12:00:42Z	Cádiz	358220cb0584bbe3	78	gasol que últimamente todo el mundo se caga en sus	0	FALSE	FALSE	NA
741601220159283e3	126584	2016-06-11T12:01:23Z	A Coruña	d16c1b8ae1635978	79	qué hoy sale todo el mundo menos yo	1	elmundo_3sg_ant	FALSE	NA
741602050614628e3	127530	2016-06-11T12:04:41Z	Logroño	342f9faf7392d4ce	80	eso lo sabe todo el mundo jajaja https	1	elmundo_3sg_ant	FALSE	NA
741603059214787e3	128798	2016-06-11T12:08:42Z	Ciudad Autónoma de Buenos Aires	018f1cde6bad9747	81	todo el mundo canta	0	FALSE	FALSE	NA
741603161237037e3	128932	2016-06-11T12:09:06Z	Vilassar de Mar	c967b1555c48ba02	82	este año todo el mundo conoce o conocerá a	1	elmundo_3sg_pos	FALSE	NA
741603268229501e3	129086	2016-06-11T12:09:32Z	Vigo	0df6ac4d361d4e0e	83	todo el mundo salió ayer y yo	1	elmundo_3sg_pos	FALSE	NA
741603310097072e3	129151	2016-06-11T12:09:42Z	Santa Fe	0a738ff13a08a7dd	84	que se valla todo el mundo a la mierdaa	0	FALSE	FALSE	NA
741604100274524e3	130126	2016-06-11T12:12:50Z	Albacete	56933d34eb0f964a	85	todo el mundo	0	FALSE	FALSE	NA
741604343368037e3	130397	2016-06-11T12:13:48Z	Asuncion	01f2931e2c7f48a8	86	una vida placentera todo el mundo va a querer estar	0	FALSE	FALSE	NA
741604577003332e3	130672	2016-06-11T12:14:44Z	Tigre	01153d1b33e1641b	87	contra vos y todo el mundo	0	FALSE	FALSE	NA
7.4160548109399194e+17	131804	2016-06-11T12:18:19Z	Barcelona	1a27537478dd8e38	88	porque todo el mundo asegura que rivera es	1	elmundo_3sg_pos	FALSE	NA
741605806789906e3	132220	2016-06-11T12:19:37Z	Palma	6c1be133511970bc	89	entienda que no todo el mundo va a actuar como	0	FALSE	FALSE	NA
741607176721076e3	134019	2016-06-11T12:25:03Z	Reinosa	5937c96ac3ca9f32	90	y todo el mundo intenta encajar entre la	1	elmundo_3sg_pos	FALSE	NA
741607865614406e3	134939	2016-06-11T12:27:48Z	Chaco	7ef2a4f4beedc767	91	todo el mundo trata de realizar algo	1	elmundo_3sg_pos	FALSE	NA
741609309788865e3	136964	2016-06-11T12:33:32Z	Moncofa	f63f29a507fcf54f	92	mí como hace todo el mundo	1	elmundo_3sg_ant	FALSE	NA
741611093085311e3	139545	2016-06-11T12:40:37Z	Badajoz	74726fb3c92d7037	93	todo el mundo diciendo que cavs lo	0	FALSE	FALSE	NA
74161933748054e4	152598	2016-06-11T13:13:23Z	Almería	e342de30841352bf	94	todo el mundo está igual u	1	elmundo_3sg_pos	FALSE	NA
741620165314384e3	154007	2016-06-11T13:16:40Z	Hato	0ef38bc7d4fbaff1	95	tratando de dormir todo el mundo baja las escaleras coooriendo	0	FALSE	FALSE	NA
741621957674832e3	154454	2016-06-11T13:23:48Z	San Fernando	00b3fc8c4487f71e	96	todo el mundo me dice que estoy	1	elmundo_3sg_pos	FALSE	NA
741622697277465e3	155809	2016-06-11T13:26:44Z	Venezuela	043383f8b2b79918	97	aquí todo el mundo llama a la protesta	0	FALSE	FALSE	NA
741624823315587e3	159683	2016-06-11T13:35:11Z	Málaga	507a015cba6ef518	98	todo el mundo comenta los nombres de	1	elmundo_3sg_pos	FALSE	NA
741625666999833e3	161242	2016-06-11T13:38:32Z	Ituzaingó Centro	012a97e00aba1e81	99	todo el mundo	0	FALSE	FALSE	NA
741625953672176e3	161823	2016-06-11T13:39:40Z	Badajoz	74726fb3c92d7037	100	todo el mundo se ha puesto de	0	FALSE	FALSE	NA
7.4162664925132006e+17	163213	2016-06-11T13:42:26Z	Bogotá, D.C.	0161be1b3f98d6c3	101	pa que juefrutas todo el mundo duerme	0	FALSE	FALSE	NA
741627049329168e3	163985	2016-06-11T13:44:01Z	Miajadas	4002220e20b05a15	102	en pubs y todo el mundo cambiándose a charla de	0	FALSE	FALSE	NA
7.4162735162949606e+17	164581	2016-06-11T13:45:14Z	Alcázar de San Juan	70634e02c27d0b0b	103	todo el mundo que ya ha terminado	0	FALSE	FALSE	NA
741627875879703e3	165617	2016-06-11T13:47:19Z	Granada	387b00909c2e7031	104	que la conocéis todo el mundo	1	elmundo_2pl_ant	FALSE	elmundo_2pl_ant
7.4162929786624794e+17	168415	2016-06-11T13:52:58Z	Dominican Republic	695f560eb8922977	105	o todo el mundo esta equivocado	0	FALSE	FALSE	NA
741630622410674e3	170885	2016-06-11T13:58:13Z	Montevideo	01a9dbb9232f0fac	106	manya fue campeón todo el mundo se alegró	0	FALSE	FALSE	NA
741630823267459e3	171288	2016-06-11T13:59:01Z	Siviglia	8c86b8b4cb716103	107	todo el mundo estudiando y mi casa	0	FALSE	FALSE	NA
741631273358262e3	172219	2016-06-11T14:00:49Z	Venezuela	043383f8b2b79918	108	maldita sea todo el mundo wn	0	FALSE	FALSE	NA
741631325858333e3	172332	2016-06-11T14:01:01Z	Huete	0c496a524384edc3	109	vamos todo el mundo viéndonos	1	elmundo_1pl_ant	FALSE	no
741631325858333e3	172332	2016-06-11T14:01:01Z	Huete	0c496a524384edc3	109	vamos todo el mundo viéndonos	1	elmundo_1pl_ant	FALSE	no
741631473019716e3	172627	2016-06-11T14:01:36Z	José Carlos Paz	00eacabc1e5298db	110	que onda todo el mundo salió ayer	1	elmundo_3sg_pos	FALSE	NA
741632676172567e3	175086	2016-06-11T14:06:23Z	Aranjuez	55066be1721898d3	111	repito todo el mundo a ver el vlog	0	FALSE	FALSE	NA
741632743096877e3	175253	2016-06-11T14:06:39Z	Guayama	0150c511660f89fd	112	todo el mundo sabe quienes somos	1	elmundo_3sg_pos	FALSE	NA
741633998376579e3	177918	2016-06-11T14:11:38Z	Sabana Llana Sur	562fd5fa80d0f368	113	raymondarrieta y todo el mundo vamo	0	FALSE	FALSE	NA
74163464302855e4	179295	2016-06-11T14:14:12Z	Alicante	2e858e47881ddc48	114	tomar por culo todo el mundo	0	FALSE	FALSE	NA
7416347802955e5	179594	2016-06-11T14:14:45Z	Uruguay	d0f5be1262dee9aa	115	todo el mundo les dirá	1	elmundo_3sg_pos	FALSE	NA
741634833659597e3	179707	2016-06-11T14:14:57Z	Huesca	c38684a7e6a66610	116	todo el mundo sabe que el fútbol	1	elmundo_3sg_pos	FALSE	NA
741635927261491e3	182070	2016-06-11T14:19:18Z	Badalona	59d08c41f3229755	117	esto que todo el mundo debería ver	1	elmundo_3sg_pos	FALSE	NA
741636280254091e3	182850	2016-06-11T14:20:42Z	Venezuela	043383f8b2b79918	118	están buscando q todo el mundo esté d vacaciones p	0	FALSE	FALSE	NA
741636325795877e3	182953	2016-06-11T14:20:53Z	Buenos Aires	4afa2757051c5192	119	jajajaja pobre todo el mundo le corta el rostro	0	FALSE	FALSE	NA
741636649730363e3	183629	2016-06-11T14:22:10Z	Madrid	ea520f3528c9b3e4	120	donde está hoy todo el mundo	0	FALSE	FALSE	NA
741636787144167e3	183904	2016-06-11T14:22:43Z	Llanes	dd58263a65887f45	121	todo el mundo tan: voy a la	0	FALSE	FALSE	NA
741637870369296e3	186258	2016-06-11T14:27:01Z	anto Domingo de Guzmán	01fcc4a23f17e1ed	122	todo el mundo quiere la verdad pero	1	elmundo_3sg_pos	FALSE	NA
741637991769203e3	186520	2016-06-11T14:27:30Z	Madrid	ea520f3528c9b3e4	123	todo el mundo quiere https	1	elmundo_3sg_pos	FALSE	NA
741638595488911e3	187889	2016-06-11T14:29:54Z	Marratxí	f68f3d5396bd681c	124	porque todo el mundo odiando los shorts	0	FALSE	FALSE	NA
741638725579444e3	188174	2016-06-11T14:30:25Z	Puerto Real	867bb4d564deee82	125	todo el mundo con planes hoy menos	0	FALSE	FALSE	NA
741638885227266e3	188564	2016-06-11T14:31:03Z	Castellbisbal	3c4d091be9cab397	126	theeconomist debería ser todo el mundo doctor sin estudiar	1	elmundo_3sg_perif	FALSE	NA
74164014699971e4	191296	2016-06-11T14:36:04Z	Valencia	071a52d3a927a1b8	127	todo el mundo sabe que soy mucho	1	elmundo_3sg_pos	FALSE	NA
7.4164015832013594e+17	191334	2016-06-11T14:36:07Z	Almirante Brown	014c3ff137d87084	128	hora de criticar todo el mundo se las sabe todas	0	FALSE	FALSE	NA
741641720773894e3	194818	2016-06-11T14:42:19Z	Guayaquil	009924a469d7ace1	129	y ahí todo el mundo se quedará callado y	1	elmundo_3sg_pos	FALSE	NA
741642312850215e3	196234	2016-06-11T14:44:41Z	Rosario	0079bbc151fa56d2	130	ipredictariot todo el mundo me confunde	1	elmundo_3sg_pos	FALSE	NA
741644531527885e3	201401	2016-06-11T14:53:30Z	Mazatlán	2cc8747e1f1a2fd6	131	hola todo el mundo	0	FALSE	FALSE	NA
741644565476692e3	201484	2016-06-11T14:53:38Z	Villa el Salvador	01a4dbad63bebe54	132	nunca todo el mundo va a estar contento	1	elmundo_3sg_pos	FALSE	NA
7.4164606398412006e+17	205090	2016-06-11T14:59:35Z	Puerto de la Cruz	88b5a72f641ba0e7	133	bar como todo el mundo	0	FALSE	FALSE	NA
741646141004075e3	205278	2016-06-11T14:59:53Z	Santa Marta	00082d21223f8397	134	tiempo en que todo el mundo se dedica a una	0	FALSE	FALSE	NA
741647138619314e3	207723	2016-06-11T15:03:51Z	Premià de Mar	f3b1dc32e191ed83	135	todo el mundo va en manga corta	1	elmundo_3sg_pos	FALSE	NA
741649262417748e3	212993	2016-06-11T15:12:17Z	Sant Feliu de Guíxols	3a4c3d75288dec25	136	no puede gustarte todo el mundo	1	elmundo_3sg_perif	FALSE	NA
741649262417748e3	212993	2016-06-11T15:12:17Z	Sant Feliu de Guíxols	3a4c3d75288dec25	136	no puede gustarte todo el mundo	0	FALSE	FALSE	NA
74165073999958e4	216645	2016-06-11T15:18:10Z	Panamá	9d8ae4b0fac2036a	137	todo el mundo se puede enamorar	1	elmundo_3sg_pos	FALSE	NA
741651350845575e3	218189	2016-06-11T15:20:35Z	Santa Fe	0a738ff13a08a7dd	138	todo el mundo la odia	0	FALSE	FALSE	NA
741652286611554e3	220544	2016-06-11T15:24:19Z	Venezuela	043383f8b2b79918	139	en la urbanizcion todo el mundo en suspenso porque hoy	0	FALSE	FALSE	NA
741652662387651e3	221494	2016-06-11T15:25:48Z	Palma	6c1be133511970bc	140	loco hoy está todo el mundo insoportable o qué	1	elmundo_3sg_ant	FALSE	NA
747370373453353e3	222249	2016-06-27T10:05:57Z	Cádiz	358220cb0584bbe3	141	ahora todo el mundo llorando por messi	0	FALSE	FALSE	NA
747370954930684e3	222887	2016-06-27T10:08:15Z	Zaragoza	3afc29d1fe76301f	142	lo que hacemos todo el mundo a diario	1	elmundo_1pl_ant	FALSE	elmundo_1pl_ant
747371249899311e3	223215	2016-06-27T10:09:26Z	Baeza	24406664809e81eb	143	y se va todo el mundo a salou	1	elmundo_3sg_ant	FALSE	NA
747374458785178e3	226726	2016-06-27T10:22:11Z	Barcelona	1a27537478dd8e38	144	todo el mundo tiene algún motivo para	1	elmundo_3sg_pos	FALSE	NA
747374750066942e3	227062	2016-06-27T10:23:20Z	Jerez de la Frontera	c52827ebd9bfe563	145	y que todo el mundo te mire con mala	1	elmundo_3sg_pos	FALSE	NA
747374980682363e3	227315	2016-06-27T10:24:15Z	València	071a52d3a927a1b8	146	estaba todo el mundo subiendo fotos asi que	1	elmundo_3sg_ant	FALSE	NA
747376030931952e3	228483	2016-06-27T10:28:26Z	Olula del Río	edaa5f75b2614f0a	147	y si todo el mundo está tan indignado con	1	elmundo_3sg_pos	FALSE	NA
747376058626892e3	228519	2016-06-27T10:28:32Z	Murcia	cbdb0e7018443220	148	todo el mundo disfruta de un ambiente	0	FALSE	FALSE	NA
747379756908352e3	232798	2016-06-27T10:43:14Z	Sevilla	8c86b8b4cb716103	149	pero al parecer todo el mundo habla muy bien d	0	FALSE	FALSE	NA
747380093694116e3	233205	2016-06-27T10:44:34Z	González Catán	0138a2ed609c5a53	150	pero todo el mundo dice que no te	1	elmundo_3sg_pos	FALSE	NA
747385022588592e3	239169	2016-06-27T11:04:09Z	Sabadell	715325aceccc7851	151	todo el mundo debería ver este vídeo	1	elmundo_3sg_pos	FALSE	NA
747385082906837e3	239247	2016-06-27T11:04:24Z	Barcelona	1a27537478dd8e38	152	y ademas todo el mundo estaba contento porque el	1	elmundo_3sg_pos	FALSE	NA
74738614825585e4	240582	2016-06-27T11:08:38Z	Ciudad Autónoma de Buenos Aires	018f1cde6bad9747	153	a mi todo el mundo me dice pety	1	elmundo_3sg_pos	FALSE	NA
747386421867078e3	240928	2016-06-27T11:09:43Z	Pudahuel	0154bba02bf8a9f9	154	balbonajavi entonces está todo el mundo equivocado	1	elmundo_3sg_ant	FALSE	NA
747388125811454e3	243177	2016-06-27T11:16:29Z	Community of Madrid	3b111abdac0a7687	155	puedes creer que todo el mundo es libertario	0	FALSE	FALSE	NA
747388305508033e3	243387	2016-06-27T11:17:12Z	Montevideo	01a9dbb9232f0fac	156	todo el mundo hablando de argentina paraa	0	FALSE	FALSE	NA
747388910137934e3	244230	2016-06-27T11:19:36Z	Madrid	206c436ce43a43a3	157	todo el mundo se puede enamorar	1	elmundo_3sg_pos	FALSE	NA
7.4738975806685594e+17	245411	2016-06-27T11:22:58Z	Arrecife	a000a2e54f358c9e	158	en los que todo el mundo sabe de política y	0	FALSE	FALSE	NA
7.4739022178066406e+17	246071	2016-06-27T11:24:49Z	Cartagena	010fd77520d2d48a	159	ojalá todo el mundo considerara ser considerado con	1	elmundo_3sg_pos	FALSE	NA
747390602002711e3	246650	2016-06-27T11:26:20Z	Montevideo	01a9dbb9232f0fac	160	todo el mundo está ahí	1	elmundo_3sg_pos	FALSE	NA
747391742043914e3	248395	2016-06-27T11:30:51Z	Jerez de la Frontera	c52827ebd9bfe563	161	todo el mundo tendria que venir a	0	FALSE	FALSE	NA
74739178818542e4	248468	2016-06-27T11:31:02Z	Albacete	56933d34eb0f964a	162	está muriendo todo el mundo en twd y no	1	elmundo_3sg_perif	FALSE	NA
747393302446543e3	250796	2016-06-27T11:37:03Z	Madrid	ea520f3528c9b3e4	163	ojalá lo viera todo el mundo	1	elmundo_3sg_ant	FALSE	NA
747394532182999e3	252757	2016-06-27T11:41:57Z	San Fernando	f68227769e30abbc	164	todo el mundo sabe que la	1	elmundo_3sg_pos	FALSE	NA
747394684608078e3	253156	2016-06-27T11:42:33Z	Guatemala	13d479b108707983	165	ya todo el mundo perdió la cabeza	1	elmundo_3sg_pos	FALSE	NA
747394872567554e3	253282	2016-06-27T11:43:18Z	Granada	387b00909c2e7031	166	ahora todo el mundo odia españa hasta que	0	FALSE	FALSE	NA
747395205175845e3	253785	2016-06-27T11:44:37Z	Santa Fé	01b40b49265b126c	167	paulaatomasi jajajajaja todo el mundo me dice lo mismo	1	elmundo_3sg_pos	FALSE	NA
